产品1ID,产品2ID,关联度,产品1,产品2
ID26,ID28,0.0,海滨公园,露天矿生态公园
ID26,ID64,0.0,海滨公园,薯条
ID26,ID34,0.0,海滨公园,雷州古城
ID26,ID83,0.0,海滨公园,粗薯
ID26,ID29,3.47,海滨公园,露天矿
ID56,ID72,0.0,叉烧饭,脆皮热狗卷
ID56,ID54,0.0,叉烧饭,榴莲千层
ID56,ID33,0.0,叉烧饭,御水古温泉
ID56,ID27,0.0,叉烧饭,大角湾
ID56,ID51,0.0,叉烧饭,雅米乐园
ID56,ID12,0.0,叉烧饭,甜点
ID56,ID67,0.0,叉烧饭,蛋挞
ID56,ID6,0.0,叉烧饭,文化广场
ID56,ID9,0.0,叉烧饭,小东江
ID56,ID65,5.32,叉烧饭,拉面
ID56,ID40,0.0,叉烧饭,东南码头
ID56,ID31,0.0,叉烧饭,骑楼
ID56,ID89,0.0,叉烧饭,凉拌菜
ID56,ID49,0.0,叉烧饭,甜品
ID56,ID80,0.0,叉烧饭,UNPOCO柏蔻
ID56,ID5,0.0,叉烧饭,沙滩
ID56,ID57,6.82,叉烧饭,烧鸭饭
ID56,ID26,0.0,叉烧饭,海滨公园
ID56,ID88,0.0,叉烧饭,煲仔饭
ID56,ID25,0.0,叉烧饭,北洛湾
ID56,ID11,0.0,叉烧饭,面包
ID56,ID45,0.0,叉烧饭,水东湾
ID56,ID59,0.0,叉烧饭,炸鸡
ID56,ID71,0.0,叉烧饭,火腿
ID56,ID63,0.0,叉烧饭,肉松
ID56,ID15,0.0,叉烧饭,东湖
ID56,ID8,0.0,叉烧饭,I
ID56,ID75,0.0,叉烧饭,黄油
ID56,ID32,0.0,叉烧饭,三元塔
ID56,ID36,0.0,叉烧饭,湖光岩
ID56,ID58,0.0,叉烧饭,蔬菜
ID56,ID78,0.0,叉烧饭,日式蟹肉卷
ID56,ID84,0.0,叉烧饭,油条碎
ID56,ID66,0.0,叉烧饭,牛肉
ID56,ID50,0.0,叉烧饭,小炒
ID56,ID38,0.0,叉烧饭,野菠萝公园
ID56,ID77,0.0,叉烧饭,和牛盖饭
ID56,ID16,0.0,叉烧饭,饮料
ID56,ID39,0.0,叉烧饭,温德姆酒店
ID56,ID62,0.0,叉烧饭,泡芙
ID56,ID42,0.0,叉烧饭,牛排
ID56,ID74,0.0,叉烧饭,牛肚
ID56,ID17,0.0,叉烧饭,晏镜岭
ID56,ID70,0.0,叉烧饭,刺身
ID56,ID85,0.0,叉烧饭,自助菜
ID56,ID23,0.0,叉烧饭,游乐场
ID56,ID3,0.0,叉烧饭,中心广场
ID56,ID24,0.0,叉烧饭,摩天轮
ID56,ID79,0.0,叉烧饭,高钙大骨鸳鸯锅
ID56,ID19,0.0,叉烧饭,天马山
ID56,ID48,0.0,叉烧饭,赤坎老街
ID56,ID37,0.0,叉烧饭,玉湖
ID56,ID87,0.0,叉烧饭,菠萝皮
ID56,ID46,0.0,叉烧饭,热狗
ID56,ID10,0.0,叉烧饭,红树林
ID56,ID86,0.0,叉烧饭,菠萝包
ID56,ID61,0.0,叉烧饭,米饭
ID56,ID82,0.0,叉烧饭,无花果
ID56,ID90,0.0,叉烧饭,关东煮
ID56,ID13,0.0,叉烧饭,荔枝
ID56,ID18,0.0,叉烧饭,架海灯塔
ID56,ID41,0.0,叉烧饭,望海楼
ID56,ID81,0.0,叉烧饭,无花果萨拉米披萨
ID56,ID7,0.0,叉烧饭,早茶
ID56,ID14,0.0,叉烧饭,红树林栈道
ID56,ID52,0.0,叉烧饭,榴莲蛋糕
ID56,ID68,0.0,叉烧饭,炒乌冬
ID56,ID76,0.0,叉烧饭,酱汁
ID56,ID53,0.0,叉烧饭,奶油
ID56,ID20,0.0,叉烧饭,博物馆
ID56,ID4,0.0,叉烧饭,海鲜
ID56,ID22,0.0,叉烧饭,海陵岛
ID56,ID47,0.0,叉烧饭,高州仙人洞景区
ID56,ID44,0.0,叉烧饭,湛江大桥
ID56,ID55,0.0,叉烧饭,寿司
ID56,ID43,0.0,叉烧饭,新湖公园
ID56,ID1,0.0,叉烧饭,海滩
ID56,ID21,0.0,叉烧饭,玻璃桥
ID56,ID2,0.0,叉烧饭,第一滩
ID56,ID60,0.0,叉烧饭,蜂蜜芥末
ID56,ID35,0.0,叉烧饭,生蚝
ID56,ID30,0.0,叉烧饭,十里军港
ID56,ID69,0.0,叉烧饭,凤梨
ID56,ID73,0.0,叉烧饭,炒牛河
ID56,ID28,0.0,叉烧饭,露天矿生态公园
ID56,ID64,0.0,叉烧饭,薯条
ID56,ID34,0.0,叉烧饭,雷州古城
ID56,ID83,0.0,叉烧饭,粗薯
ID56,ID29,0.0,叉烧饭,露天矿
ID72,ID54,0.0,脆皮热狗卷,榴莲千层
ID72,ID33,0.0,脆皮热狗卷,御水古温泉
ID72,ID27,0.0,脆皮热狗卷,大角湾
ID72,ID51,0.0,脆皮热狗卷,雅米乐园
ID72,ID12,0.0,脆皮热狗卷,甜点
ID72,ID67,0.0,脆皮热狗卷,蛋挞
ID72,ID6,0.0,脆皮热狗卷,文化广场
ID72,ID9,0.0,脆皮热狗卷,小东江
ID72,ID65,0.0,脆皮热狗卷,拉面
ID72,ID40,0.0,脆皮热狗卷,东南码头
ID72,ID31,0.0,脆皮热狗卷,骑楼
ID72,ID89,0.0,脆皮热狗卷,凉拌菜
ID72,ID49,0.0,脆皮热狗卷,甜品
ID72,ID80,0.0,脆皮热狗卷,UNPOCO柏蔻
ID72,ID5,0.0,脆皮热狗卷,沙滩
ID72,ID57,0.0,脆皮热狗卷,烧鸭饭
ID72,ID26,0.0,脆皮热狗卷,海滨公园
ID72,ID88,0.0,脆皮热狗卷,煲仔饭
ID72,ID25,0.0,脆皮热狗卷,北洛湾
ID72,ID11,0.0,脆皮热狗卷,面包
ID72,ID45,0.0,脆皮热狗卷,水东湾
ID72,ID59,0.0,脆皮热狗卷,炸鸡
ID72,ID71,0.0,脆皮热狗卷,火腿
ID72,ID63,8.32,脆皮热狗卷,肉松
ID72,ID15,0.0,脆皮热狗卷,东湖
ID72,ID8,0.0,脆皮热狗卷,I
ID72,ID75,0.0,脆皮热狗卷,黄油
ID72,ID56,0.0,脆皮热狗卷,叉烧饭
ID72,ID32,0.0,脆皮热狗卷,三元塔
ID72,ID36,0.0,脆皮热狗卷,湖光岩
ID72,ID58,0.0,脆皮热狗卷,蔬菜
ID72,ID78,0.0,脆皮热狗卷,日式蟹肉卷
ID72,ID84,12.22,脆皮热狗卷,油条碎
ID72,ID66,0.0,脆皮热狗卷,牛肉
ID72,ID50,0.0,脆皮热狗卷,小炒
ID72,ID38,0.0,脆皮热狗卷,野菠萝公园
ID72,ID77,0.0,脆皮热狗卷,和牛盖饭
ID72,ID16,0.0,脆皮热狗卷,饮料
ID72,ID39,0.0,脆皮热狗卷,温德姆酒店
ID72,ID62,0.0,脆皮热狗卷,泡芙
ID72,ID42,0.0,脆皮热狗卷,牛排
ID72,ID74,0.0,脆皮热狗卷,牛肚
ID72,ID17,0.0,脆皮热狗卷,晏镜岭
ID72,ID70,0.0,脆皮热狗卷,刺身
ID72,ID85,0.0,脆皮热狗卷,自助菜
ID72,ID23,0.0,脆皮热狗卷,游乐场
ID72,ID3,0.0,脆皮热狗卷,中心广场
ID72,ID24,0.0,脆皮热狗卷,摩天轮
ID72,ID79,0.0,脆皮热狗卷,高钙大骨鸳鸯锅
ID72,ID19,0.0,脆皮热狗卷,天马山
ID72,ID48,0.0,脆皮热狗卷,赤坎老街
ID72,ID37,0.0,脆皮热狗卷,玉湖
ID72,ID87,0.0,脆皮热狗卷,菠萝皮
ID72,ID46,10.42,脆皮热狗卷,热狗
ID72,ID10,0.0,脆皮热狗卷,红树林
ID72,ID86,0.0,脆皮热狗卷,菠萝包
ID72,ID61,6.22,脆皮热狗卷,米饭
ID72,ID82,0.0,脆皮热狗卷,无花果
ID72,ID90,0.0,脆皮热狗卷,关东煮
ID72,ID13,0.0,脆皮热狗卷,荔枝
ID72,ID18,0.0,脆皮热狗卷,架海灯塔
ID72,ID41,0.0,脆皮热狗卷,望海楼
ID72,ID81,0.0,脆皮热狗卷,无花果萨拉米披萨
ID72,ID7,0.0,脆皮热狗卷,早茶
ID72,ID14,0.0,脆皮热狗卷,红树林栈道
ID72,ID52,0.0,脆皮热狗卷,榴莲蛋糕
ID72,ID68,0.0,脆皮热狗卷,炒乌冬
ID72,ID76,0.0,脆皮热狗卷,酱汁
ID72,ID53,0.0,脆皮热狗卷,奶油
ID72,ID20,0.0,脆皮热狗卷,博物馆
ID72,ID4,0.0,脆皮热狗卷,海鲜
ID72,ID22,0.0,脆皮热狗卷,海陵岛
ID72,ID47,0.0,脆皮热狗卷,高州仙人洞景区
ID72,ID44,0.0,脆皮热狗卷,湛江大桥
ID72,ID55,0.0,脆皮热狗卷,寿司
ID72,ID43,0.0,脆皮热狗卷,新湖公园
ID72,ID1,0.0,脆皮热狗卷,海滩
ID72,ID21,0.0,脆皮热狗卷,玻璃桥
ID72,ID2,0.0,脆皮热狗卷,第一滩
ID72,ID60,0.0,脆皮热狗卷,蜂蜜芥末
ID72,ID35,0.0,脆皮热狗卷,生蚝
ID72,ID30,0.0,脆皮热狗卷,十里军港
ID72,ID69,0.0,脆皮热狗卷,凤梨
ID72,ID73,0.0,脆皮热狗卷,炒牛河
ID72,ID28,0.0,脆皮热狗卷,露天矿生态公园
ID72,ID64,0.0,脆皮热狗卷,薯条
ID72,ID34,0.0,脆皮热狗卷,雷州古城
ID72,ID83,0.0,脆皮热狗卷,粗薯
ID72,ID29,0.0,脆皮热狗卷,露天矿
ID54,ID33,0.0,榴莲千层,御水古温泉
ID54,ID27,0.0,榴莲千层,大角湾
ID54,ID51,0.0,榴莲千层,雅米乐园
ID54,ID12,0.0,榴莲千层,甜点
ID54,ID67,0.0,榴莲千层,蛋挞
ID54,ID6,0.0,榴莲千层,文化广场
ID54,ID9,0.0,榴莲千层,小东江
ID54,ID65,0.0,榴莲千层,拉面
ID54,ID40,0.0,榴莲千层,东南码头
ID54,ID31,0.0,榴莲千层,骑楼
ID54,ID89,0.0,榴莲千层,凉拌菜
ID54,ID49,2.27,榴莲千层,甜品
ID54,ID80,0.0,榴莲千层,UNPOCO柏蔻
ID54,ID5,0.0,榴莲千层,沙滩
ID54,ID57,0.0,榴莲千层,烧鸭饭
ID54,ID26,0.0,榴莲千层,海滨公园
ID54,ID88,0.0,榴莲千层,煲仔饭
ID54,ID25,0.0,榴莲千层,北洛湾
ID54,ID11,0.0,榴莲千层,面包
ID54,ID45,0.0,榴莲千层,水东湾
ID54,ID59,0.0,榴莲千层,炸鸡
ID54,ID71,0.0,榴莲千层,火腿
ID54,ID63,0.0,榴莲千层,肉松
ID54,ID15,0.0,榴莲千层,东湖
ID54,ID8,0.0,榴莲千层,I
ID54,ID75,0.0,榴莲千层,黄油
ID54,ID56,0.0,榴莲千层,叉烧饭
ID54,ID32,0.0,榴莲千层,三元塔
ID54,ID36,0.0,榴莲千层,湖光岩
ID54,ID58,0.0,榴莲千层,蔬菜
ID54,ID78,0.0,榴莲千层,日式蟹肉卷
ID54,ID84,0.0,榴莲千层,油条碎
ID54,ID66,0.0,榴莲千层,牛肉
ID54,ID50,0.0,榴莲千层,小炒
ID54,ID38,0.0,榴莲千层,野菠萝公园
ID54,ID77,0.0,榴莲千层,和牛盖饭
ID54,ID16,0.84,榴莲千层,饮料
ID54,ID39,0.0,榴莲千层,温德姆酒店
ID54,ID62,2.74,榴莲千层,泡芙
ID54,ID42,0.0,榴莲千层,牛排
ID54,ID74,0.0,榴莲千层,牛肚
ID54,ID17,0.0,榴莲千层,晏镜岭
ID54,ID70,0.0,榴莲千层,刺身
ID54,ID85,0.0,榴莲千层,自助菜
ID54,ID23,0.0,榴莲千层,游乐场
ID54,ID3,0.0,榴莲千层,中心广场
ID54,ID24,0.0,榴莲千层,摩天轮
ID54,ID79,0.0,榴莲千层,高钙大骨鸳鸯锅
ID54,ID19,0.0,榴莲千层,天马山
ID54,ID48,0.0,榴莲千层,赤坎老街
ID54,ID37,0.0,榴莲千层,玉湖
ID54,ID87,0.0,榴莲千层,菠萝皮
ID54,ID46,0.0,榴莲千层,热狗
ID54,ID10,0.0,榴莲千层,红树林
ID54,ID86,0.0,榴莲千层,菠萝包
ID54,ID61,0.0,榴莲千层,米饭
ID54,ID82,0.0,榴莲千层,无花果
ID54,ID90,0.0,榴莲千层,关东煮
ID54,ID13,0.0,榴莲千层,荔枝
ID54,ID18,0.0,榴莲千层,架海灯塔
ID54,ID41,0.0,榴莲千层,望海楼
ID54,ID81,0.0,榴莲千层,无花果萨拉米披萨
ID54,ID7,0.0,榴莲千层,早茶
ID54,ID14,0.0,榴莲千层,红树林栈道
ID54,ID52,4.4,榴莲千层,榴莲蛋糕
ID54,ID68,0.0,榴莲千层,炒乌冬
ID54,ID76,0.0,榴莲千层,酱汁
ID54,ID53,1.6,榴莲千层,奶油
ID54,ID20,0.0,榴莲千层,博物馆
ID54,ID4,0.0,榴莲千层,海鲜
ID54,ID22,0.0,榴莲千层,海陵岛
ID54,ID47,0.0,榴莲千层,高州仙人洞景区
ID54,ID44,0.0,榴莲千层,湛江大桥
ID54,ID55,0.0,榴莲千层,寿司
ID54,ID43,0.0,榴莲千层,新湖公园
ID54,ID1,0.0,榴莲千层,海滩
ID54,ID21,0.0,榴莲千层,玻璃桥
ID54,ID2,0.0,榴莲千层,第一滩
ID54,ID60,0.0,榴莲千层,蜂蜜芥末
ID54,ID35,0.0,榴莲千层,生蚝
ID54,ID30,0.0,榴莲千层,十里军港
ID54,ID69,0.0,榴莲千层,凤梨
ID54,ID73,0.0,榴莲千层,炒牛河
ID54,ID28,0.0,榴莲千层,露天矿生态公园
ID54,ID64,0.0,榴莲千层,薯条
ID54,ID34,0.0,榴莲千层,雷州古城
ID54,ID83,0.0,榴莲千层,粗薯
ID54,ID29,0.0,榴莲千层,露天矿
ID54,ID72,0.0,榴莲千层,脆皮热狗卷
ID33,ID27,0.0,御水古温泉,大角湾
ID33,ID51,0.0,御水古温泉,雅米乐园
ID33,ID12,0.0,御水古温泉,甜点
ID33,ID67,0.0,御水古温泉,蛋挞
ID33,ID6,0.0,御水古温泉,文化广场
ID33,ID9,4.01,御水古温泉,小东江
ID33,ID65,0.0,御水古温泉,拉面
ID33,ID40,0.0,御水古温泉,东南码头
ID33,ID31,7.05,御水古温泉,骑楼
ID33,ID89,0.0,御水古温泉,凉拌菜
ID33,ID49,3.85,御水古温泉,甜品
ID33,ID80,0.0,御水古温泉,UNPOCO柏蔻
ID33,ID5,4.65,御水古温泉,沙滩
ID33,ID57,0.0,御水古温泉,烧鸭饭
ID33,ID26,0.0,御水古温泉,海滨公园
ID33,ID88,0.0,御水古温泉,煲仔饭
ID33,ID25,0.0,御水古温泉,北洛湾
ID33,ID11,4.73,御水古温泉,面包
ID33,ID54,0.0,御水古温泉,榴莲千层
ID33,ID45,0.0,御水古温泉,水东湾
ID33,ID59,0.0,御水古温泉,炸鸡
ID33,ID71,0.0,御水古温泉,火腿
ID33,ID63,0.0,御水古温泉,肉松
ID33,ID15,0.0,御水古温泉,东湖
ID33,ID8,5.35,御水古温泉,I
ID33,ID75,0.0,御水古温泉,黄油
ID33,ID56,0.0,御水古温泉,叉烧饭
ID33,ID32,0.0,御水古温泉,三元塔
ID33,ID36,5.05,御水古温泉,湖光岩
ID33,ID58,5.05,御水古温泉,蔬菜
ID33,ID78,0.0,御水古温泉,日式蟹肉卷
ID33,ID84,0.0,御水古温泉,油条碎
ID33,ID66,0.0,御水古温泉,牛肉
ID33,ID50,0.0,御水古温泉,小炒
ID33,ID38,0.0,御水古温泉,野菠萝公园
ID33,ID77,0.0,御水古温泉,和牛盖饭
ID33,ID16,0.0,御水古温泉,饮料
ID33,ID39,6.85,御水古温泉,温德姆酒店
ID33,ID62,0.0,御水古温泉,泡芙
ID33,ID42,0.0,御水古温泉,牛排
ID33,ID74,0.0,御水古温泉,牛肚
ID33,ID17,5.89,御水古温泉,晏镜岭
ID33,ID70,6.05,御水古温泉,刺身
ID33,ID85,0.0,御水古温泉,自助菜
ID33,ID23,0.0,御水古温泉,游乐场
ID33,ID3,0.0,御水古温泉,中心广场
ID33,ID24,0.0,御水古温泉,摩天轮
ID33,ID79,0.0,御水古温泉,高钙大骨鸳鸯锅
ID33,ID19,0.0,御水古温泉,天马山
ID33,ID48,0.0,御水古温泉,赤坎老街
ID33,ID37,0.0,御水古温泉,玉湖
ID33,ID87,0.0,御水古温泉,菠萝皮
ID33,ID46,0.0,御水古温泉,热狗
ID33,ID10,5.15,御水古温泉,红树林
ID33,ID86,0.0,御水古温泉,菠萝包
ID33,ID61,0.0,御水古温泉,米饭
ID33,ID82,0.0,御水古温泉,无花果
ID33,ID90,0.0,御水古温泉,关东煮
ID33,ID13,4.1,御水古温泉,荔枝
ID33,ID18,0.0,御水古温泉,架海灯塔
ID33,ID41,0.0,御水古温泉,望海楼
ID33,ID81,0.0,御水古温泉,无花果萨拉米披萨
ID33,ID7,0.0,御水古温泉,早茶
ID33,ID14,0.0,御水古温泉,红树林栈道
ID33,ID52,0.0,御水古温泉,榴莲蛋糕
ID33,ID68,0.0,御水古温泉,炒乌冬
ID33,ID76,7.25,御水古温泉,酱汁
ID33,ID53,0.0,御水古温泉,奶油
ID33,ID20,5.03,御水古温泉,博物馆
ID33,ID4,4.54,御水古温泉,海鲜
ID33,ID22,4.63,御水古温泉,海陵岛
ID33,ID47,0.0,御水古温泉,高州仙人洞景区
ID33,ID44,0.0,御水古温泉,湛江大桥
ID33,ID55,0.0,御水古温泉,寿司
ID33,ID43,0.0,御水古温泉,新湖公园
ID33,ID1,4.98,御水古温泉,海滩
ID33,ID21,0.0,御水古温泉,玻璃桥
ID33,ID2,3.81,御水古温泉,第一滩
ID33,ID60,0.0,御水古温泉,蜂蜜芥末
ID33,ID35,0.0,御水古温泉,生蚝
ID33,ID30,0.0,御水古温泉,十里军港
ID33,ID69,0.0,御水古温泉,凤梨
ID33,ID73,0.0,御水古温泉,炒牛河
ID33,ID28,5.73,御水古温泉,露天矿生态公园
ID33,ID64,0.0,御水古温泉,薯条
ID33,ID34,0.0,御水古温泉,雷州古城
ID33,ID83,0.0,御水古温泉,粗薯
ID33,ID29,4.47,御水古温泉,露天矿
ID33,ID72,0.0,御水古温泉,脆皮热狗卷
ID27,ID51,0.0,大角湾,雅米乐园
ID27,ID12,0.0,大角湾,甜点
ID27,ID67,0.0,大角湾,蛋挞
ID27,ID6,0.0,大角湾,文化广场
ID27,ID9,0.0,大角湾,小东江
ID27,ID65,0.0,大角湾,拉面
ID27,ID40,0.0,大角湾,东南码头
ID27,ID31,0.0,大角湾,骑楼
ID27,ID89,0.0,大角湾,凉拌菜
ID27,ID49,0.0,大角湾,甜品
ID27,ID80,0.0,大角湾,UNPOCO柏蔻
ID27,ID5,5.12,大角湾,沙滩
ID27,ID57,0.0,大角湾,烧鸭饭
ID27,ID26,0.0,大角湾,海滨公园
ID27,ID88,0.0,大角湾,煲仔饭
ID27,ID25,8.94,大角湾,北洛湾
ID27,ID11,0.0,大角湾,面包
ID27,ID54,0.0,大角湾,榴莲千层
ID27,ID45,0.0,大角湾,水东湾
ID27,ID59,0.0,大角湾,炸鸡
ID27,ID71,0.0,大角湾,火腿
ID27,ID63,0.0,大角湾,肉松
ID27,ID15,0.0,大角湾,东湖
ID27,ID8,0.0,大角湾,I
ID27,ID75,0.0,大角湾,黄油
ID27,ID56,0.0,大角湾,叉烧饭
ID27,ID32,0.0,大角湾,三元塔
ID27,ID36,0.0,大角湾,湖光岩
ID27,ID58,0.0,大角湾,蔬菜
ID27,ID78,0.0,大角湾,日式蟹肉卷
ID27,ID84,0.0,大角湾,油条碎
ID27,ID66,2.97,大角湾,牛肉
ID27,ID50,0.0,大角湾,小炒
ID27,ID38,0.0,大角湾,野菠萝公园
ID27,ID77,0.0,大角湾,和牛盖饭
ID27,ID16,2.88,大角湾,饮料
ID27,ID39,0.0,大角湾,温德姆酒店
ID27,ID62,0.0,大角湾,泡芙
ID27,ID42,0.0,大角湾,牛排
ID27,ID74,0.0,大角湾,牛肚
ID27,ID17,0.0,大角湾,晏镜岭
ID27,ID70,0.0,大角湾,刺身
ID27,ID33,0.0,大角湾,御水古温泉
ID27,ID85,0.0,大角湾,自助菜
ID27,ID23,0.0,大角湾,游乐场
ID27,ID3,0.0,大角湾,中心广场
ID27,ID24,0.0,大角湾,摩天轮
ID27,ID79,0.0,大角湾,高钙大骨鸳鸯锅
ID27,ID19,0.0,大角湾,天马山
ID27,ID48,0.0,大角湾,赤坎老街
ID27,ID37,4.88,大角湾,玉湖
ID27,ID87,0.0,大角湾,菠萝皮
ID27,ID46,0.0,大角湾,热狗
ID27,ID10,5.62,大角湾,红树林
ID27,ID86,0.0,大角湾,菠萝包
ID27,ID61,0.0,大角湾,米饭
ID27,ID82,0.0,大角湾,无花果
ID27,ID90,0.0,大角湾,关东煮
ID27,ID13,0.0,大角湾,荔枝
ID27,ID18,0.0,大角湾,架海灯塔
ID27,ID41,0.0,大角湾,望海楼
ID27,ID81,0.0,大角湾,无花果萨拉米披萨
ID27,ID7,4.94,大角湾,早茶
ID27,ID14,0.0,大角湾,红树林栈道
ID27,ID52,0.0,大角湾,榴莲蛋糕
ID27,ID68,0.0,大角湾,炒乌冬
ID27,ID76,0.0,大角湾,酱汁
ID27,ID53,0.0,大角湾,奶油
ID27,ID20,3.91,大角湾,博物馆
ID27,ID4,4.2,大角湾,海鲜
ID27,ID22,7.1,大角湾,海陵岛
ID27,ID47,0.0,大角湾,高州仙人洞景区
ID27,ID44,0.0,大角湾,湛江大桥
ID27,ID55,0.0,大角湾,寿司
ID27,ID43,0.0,大角湾,新湖公园
ID27,ID1,5.45,大角湾,海滩
ID27,ID21,0.0,大角湾,玻璃桥
ID27,ID2,4.28,大角湾,第一滩
ID27,ID60,0.0,大角湾,蜂蜜芥末
ID27,ID35,0.0,大角湾,生蚝
ID27,ID30,0.0,大角湾,十里军港
ID27,ID69,0.0,大角湾,凤梨
ID27,ID73,0.0,大角湾,炒牛河
ID27,ID28,0.0,大角湾,露天矿生态公园
ID27,ID64,0.0,大角湾,薯条
ID27,ID34,0.0,大角湾,雷州古城
ID27,ID83,0.0,大角湾,粗薯
ID27,ID29,0.0,大角湾,露天矿
ID27,ID72,0.0,大角湾,脆皮热狗卷
ID51,ID12,0.0,雅米乐园,甜点
ID51,ID67,0.0,雅米乐园,蛋挞
ID51,ID6,0.0,雅米乐园,文化广场
ID51,ID9,0.0,雅米乐园,小东江
ID51,ID65,0.0,雅米乐园,拉面
ID51,ID40,0.0,雅米乐园,东南码头
ID51,ID31,0.0,雅米乐园,骑楼
ID51,ID89,0.0,雅米乐园,凉拌菜
ID51,ID49,0.0,雅米乐园,甜品
ID51,ID80,0.0,雅米乐园,UNPOCO柏蔻
ID51,ID5,0.0,雅米乐园,沙滩
ID51,ID57,0.0,雅米乐园,烧鸭饭
ID51,ID26,0.0,雅米乐园,海滨公园
ID51,ID88,0.0,雅米乐园,煲仔饭
ID51,ID25,0.0,雅米乐园,北洛湾
ID51,ID11,0.0,雅米乐园,面包
ID51,ID54,0.0,雅米乐园,榴莲千层
ID51,ID45,0.0,雅米乐园,水东湾
ID51,ID59,0.0,雅米乐园,炸鸡
ID51,ID71,0.0,雅米乐园,火腿
ID51,ID63,0.0,雅米乐园,肉松
ID51,ID15,0.0,雅米乐园,东湖
ID51,ID8,0.0,雅米乐园,I
ID51,ID75,0.0,雅米乐园,黄油
ID51,ID56,0.0,雅米乐园,叉烧饭
ID51,ID32,0.0,雅米乐园,三元塔
ID51,ID36,0.0,雅米乐园,湖光岩
