产品1ID,产品2ID,关联度
ID72,ID62,0.0
ID72,ID42,0.0
ID72,ID74,0.0
ID72,ID17,0.0
ID72,ID70,0.0
ID72,ID85,0.0
ID72,ID23,0.0
ID72,ID3,0.0
ID72,ID24,0.0
ID72,ID79,0.0
ID72,ID19,0.0
ID72,ID48,0.0
ID72,ID37,0.0
ID72,ID87,0.0
ID72,ID46,10.42
ID72,ID10,0.0
ID72,ID86,0.0
ID72,ID61,6.22
ID72,ID82,0.0
ID72,ID90,0.0
ID72,ID13,0.0
ID72,ID18,0.0
ID72,ID41,0.0
ID72,ID81,0.0
ID72,ID7,0.0
ID72,ID14,0.0
ID72,ID52,0.0
ID72,ID68,0.0
ID72,ID76,0.0
ID72,ID53,0.0
ID72,ID20,0.0
ID72,ID4,0.0
ID72,ID22,0.0
ID72,ID47,0.0
ID72,ID44,0.0
ID72,ID55,0.0
ID72,ID43,0.0
ID72,ID1,0.0
ID72,ID21,0.0
ID72,ID2,0.0
ID72,ID60,0.0
ID72,ID35,0.0
ID72,ID30,0.0
ID72,ID69,0.0
ID72,ID73,0.0
ID72,ID28,0.0
ID72,ID64,0.0
ID72,ID34,0.0
ID72,ID83,0.0
ID72,ID29,0.0
ID54,ID33,0.0
ID54,ID27,0.0
ID54,ID51,0.0
ID54,ID12,0.0
ID54,ID67,0.0
ID54,ID6,0.0
ID54,ID9,0.0
ID54,ID65,0.0
ID54,ID40,0.0
ID54,ID31,0.0
ID54,ID89,0.0
ID54,ID49,2.27
ID54,ID80,0.0
ID54,ID5,0.0
ID54,ID57,0.0
ID54,ID26,0.0
ID54,ID88,0.0
ID54,ID25,0.0
ID54,ID11,0.0
ID54,ID45,0.0
ID54,ID59,0.0
ID54,ID71,0.0
ID54,ID63,0.0
ID54,ID15,0.0
ID54,ID8,0.0
ID54,ID75,0.0
ID54,ID56,0.0
ID54,ID32,0.0
ID54,ID36,0.0
ID54,ID58,0.0
ID54,ID78,0.0
ID54,ID84,0.0
ID54,ID66,0.0
ID54,ID50,0.0
ID54,ID38,0.0
ID54,ID77,0.0
ID54,ID16,0.84
ID54,ID39,0.0
ID54,ID62,2.74
ID54,ID42,0.0
ID54,ID74,0.0
ID54,ID17,0.0
ID54,ID70,0.0
ID54,ID85,0.0
ID54,ID23,0.0
ID54,ID3,0.0
ID54,ID24,0.0
ID54,ID79,0.0
ID54,ID19,0.0
ID54,ID48,0.0
ID54,ID37,0.0
ID54,ID87,0.0
ID54,ID46,0.0
ID54,ID10,0.0
ID54,ID86,0.0
ID54,ID61,0.0
ID54,ID82,0.0
ID54,ID90,0.0
ID54,ID13,0.0
ID54,ID18,0.0
ID54,ID41,0.0
ID54,ID81,0.0
ID54,ID7,0.0
ID54,ID14,0.0
ID54,ID52,4.4
ID54,ID68,0.0
ID54,ID76,0.0
ID54,ID53,1.6
ID54,ID20,0.0
ID54,ID4,0.0
ID54,ID22,0.0
ID54,ID47,0.0
ID54,ID44,0.0
ID54,ID55,0.0
ID54,ID43,0.0
ID54,ID1,0.0
ID54,ID21,0.0
ID54,ID2,0.0
ID54,ID60,0.0
ID54,ID35,0.0
ID54,ID30,0.0
ID54,ID69,0.0
ID54,ID73,0.0
ID54,ID28,0.0
ID54,ID64,0.0
ID54,ID34,0.0
ID54,ID83,0.0
ID54,ID29,0.0
ID54,ID72,0.0
ID33,ID27,0.0
ID33,ID51,0.0
ID33,ID12,0.0
ID33,ID67,0.0
ID33,ID6,0.0
ID33,ID9,4.01
ID33,ID65,0.0
ID33,ID40,0.0
ID33,ID31,7.05
ID33,ID89,0.0
ID33,ID49,3.85
ID33,ID80,0.0
ID33,ID5,4.65
ID33,ID57,0.0
ID33,ID26,0.0
ID33,ID88,0.0
ID33,ID25,0.0
ID33,ID11,4.73
ID33,ID54,0.0
ID33,ID45,0.0
ID33,ID59,0.0
ID33,ID71,0.0
ID33,ID63,0.0
ID33,ID15,0.0
ID33,ID8,5.35
ID33,ID75,0.0
ID33,ID56,0.0
ID33,ID32,0.0
ID33,ID36,5.05
ID33,ID58,5.05
ID33,ID78,0.0
ID33,ID84,0.0
ID33,ID66,0.0
ID33,ID50,0.0
ID33,ID38,0.0
ID33,ID77,0.0
ID33,ID16,0.0
ID33,ID39,6.85
ID33,ID62,0.0
ID33,ID42,0.0
ID33,ID74,0.0
ID33,ID17,5.89
ID33,ID70,6.05
ID33,ID85,0.0
ID33,ID23,0.0
ID33,ID3,0.0
ID33,ID24,0.0
ID33,ID79,0.0
ID33,ID19,0.0
ID33,ID48,0.0
ID33,ID37,0.0
ID33,ID87,0.0
ID33,ID46,0.0
ID33,ID10,5.15
ID33,ID86,0.0
ID33,ID61,0.0
ID33,ID82,0.0
ID33,ID90,0.0
ID33,ID13,4.1
ID33,ID18,0.0
ID33,ID41,0.0
ID33,ID81,0.0
ID33,ID7,0.0
ID33,ID14,0.0
ID33,ID52,0.0
ID33,ID68,0.0
ID33,ID76,7.25
ID33,ID53,0.0
ID33,ID20,5.03
ID33,ID4,4.54
ID33,ID22,4.63
ID33,ID47,0.0
ID33,ID44,0.0
ID33,ID55,0.0
ID33,ID43,0.0
ID33,ID1,4.98
ID33,ID21,0.0
ID33,ID2,3.81
ID33,ID60,0.0
ID33,ID35,0.0
ID33,ID30,0.0
ID33,ID69,0.0
ID33,ID73,0.0
ID33,ID28,5.73
ID33,ID64,0.0
ID33,ID34,0.0
ID33,ID83,0.0
ID33,ID29,4.47
ID33,ID72,0.0
ID27,ID51,0.0
ID27,ID12,0.0
ID27,ID67,0.0
ID27,ID6,0.0
ID27,ID9,0.0
ID27,ID65,0.0
ID27,ID40,0.0
ID27,ID31,0.0
ID27,ID89,0.0
ID27,ID49,0.0
ID27,ID80,0.0
ID27,ID5,5.12
ID27,ID57,0.0
ID27,ID26,0.0
ID27,ID88,0.0
ID27,ID25,8.94
ID27,ID11,0.0
ID27,ID54,0.0
ID27,ID45,0.0
ID27,ID59,0.0
ID27,ID71,0.0
ID27,ID63,0.0
ID27,ID15,0.0
ID27,ID8,0.0
ID27,ID75,0.0
ID27,ID56,0.0
ID27,ID32,0.0
ID27,ID36,0.0
ID27,ID58,0.0
ID27,ID78,0.0
ID27,ID84,0.0
ID27,ID66,2.97
ID27,ID50,0.0
ID27,ID38,0.0
ID27,ID77,0.0
ID27,ID16,2.88
ID27,ID39,0.0
ID27,ID62,0.0
ID27,ID42,0.0
ID27,ID74,0.0
ID27,ID17,0.0
ID27,ID70,0.0
ID27,ID33,0.0
ID27,ID85,0.0
ID27,ID23,0.0
ID27,ID3,0.0
ID27,ID24,0.0
ID27,ID79,0.0
ID27,ID19,0.0
ID27,ID48,0.0
ID27,ID37,4.88
ID27,ID87,0.0
ID27,ID46,0.0
ID27,ID10,5.62
ID27,ID86,0.0
ID27,ID61,0.0
ID27,ID82,0.0
ID27,ID90,0.0
ID27,ID13,0.0
ID27,ID18,0.0
ID27,ID41,0.0
ID27,ID81,0.0
ID27,ID7,4.94
ID27,ID14,0.0
ID27,ID52,0.0
ID27,ID68,0.0
ID27,ID76,0.0
ID27,ID53,0.0
ID27,ID20,3.91
ID27,ID4,4.2
ID27,ID22,7.1
ID27,ID47,0.0
ID27,ID44,0.0
ID27,ID55,0.0
ID27,ID43,0.0
ID27,ID1,5.45
ID27,ID21,0.0
ID27,ID2,4.28
ID27,ID60,0.0
ID27,ID35,0.0
ID27,ID30,0.0
ID27,ID69,0.0
ID27,ID73,0.0
ID27,ID28,0.0
ID27,ID64,0.0
ID27,ID34,0.0
ID27,ID83,0.0
ID27,ID29,0.0
ID27,ID72,0.0
ID51,ID12,0.0
ID51,ID67,0.0
ID51,ID6,0.0
ID51,ID9,0.0
ID51,ID65,0.0
ID51,ID40,0.0
ID51,ID31,0.0
ID51,ID89,0.0
ID51,ID49,0.0
ID51,ID80,0.0
ID51,ID5,0.0
ID51,ID57,0.0
ID51,ID26,0.0
ID51,ID88,0.0
ID51,ID25,0.0
ID51,ID11,0.0
ID51,ID54,0.0
ID51,ID45,0.0
ID51,ID59,0.0
ID51,ID71,0.0
ID51,ID63,0.0
ID51,ID15,0.0
ID51,ID8,0.0
ID51,ID75,0.0
ID51,ID56,0.0
ID51,ID32,0.0
ID51,ID36,0.0
ID51,ID58,0.0
ID51,ID78,0.0
ID51,ID84,0.0
ID51,ID66,0.0
ID51,ID50,0.0
ID51,ID38,0.0
ID51,ID77,0.0
ID51,ID16,0.0
ID51,ID39,0.0
ID51,ID62,0.0
ID51,ID42,0.0
ID51,ID74,0.0
ID51,ID17,0.0
ID51,ID70,0.0
ID51,ID33,0.0
ID51,ID85,0.0
ID51,ID23,0.0
ID51,ID3,0.0
ID51,ID24,0.0
ID51,ID79,0.0
ID51,ID19,0.0
ID51,ID48,0.0
ID51,ID37,0.0
ID51,ID87,0.0
ID51,ID46,0.0
ID51,ID10,0.0
ID51,ID86,0.0
ID51,ID61,0.0
ID51,ID82,0.0
ID51,ID90,0.0
ID51,ID13,0.0
ID51,ID18,0.0
ID51,ID41,0.0
ID51,ID81,0.0
ID51,ID7,0.0
ID51,ID14,0.0
ID51,ID52,0.0
ID51,ID68,0.0
ID51,ID76,0.0
ID51,ID53,0.0
ID51,ID27,0.0
ID51,ID20,0.0
ID51,ID4,0.0
ID51,ID22,0.0
ID51,ID47,0.0
ID51,ID44,0.0
ID51,ID55,0.0
ID51,ID43,0.0
ID51,ID1,0.0
ID51,ID21,0.0
ID51,ID2,0.0
ID51,ID60,0.0
ID51,ID35,0.0
ID51,ID30,0.0
ID51,ID69,0.0
ID51,ID73,0.0
ID51,ID28,0.0
ID51,ID64,0.0
ID51,ID34,0.0
ID51,ID83,0.0
ID51,ID29,0.0
ID51,ID72,0.0
ID12,ID67,0.0
ID12,ID6,0.0
ID12,ID9,0.0
ID12,ID65,0.0
ID12,ID40,0.0
ID12,ID31,0.0
ID12,ID89,0.0
ID12,ID49,5.56
ID12,ID80,0.0
ID12,ID5,2.36
ID12,ID57,0.0
ID12,ID26,0.0
ID12,ID88,0.0
ID12,ID25,0.0
ID12,ID11,0.0
ID12,ID54,0.0
ID12,ID45,0.0
ID12,ID59,0.0
ID12,ID71,0.0
ID12,ID63,0.0
ID12,ID15,0.0
ID12,ID8,0.0
ID12,ID75,0.0
ID12,ID56,0.0
ID12,ID32,0.0
ID12,ID36,0.0
ID12,ID58,0.0
ID12,ID78,0.0
ID12,ID84,0.0
ID12,ID66,0.0
ID12,ID50,0.0
ID12,ID38,0.0
ID12,ID77,0.0
ID12,ID16,3.12
ID12,ID39,5.24
ID12,ID62,3.7
ID12,ID42,3.73
ID12,ID74,0.0
ID12,ID17,0.0
ID12,ID70,0.0
ID12,ID33,0.0
ID12,ID85,0.0
ID12,ID23,0.0
ID12,ID3,0.0
ID12,ID24,0.0
ID12,ID79,0.0
ID12,ID19,0.0
ID12,ID48,0.0
ID12,ID37,0.0
ID12,ID87,0.0
ID12,ID46,0.0
ID12,ID10,0.0
ID12,ID86,0.0
ID12,ID61,0.0
ID12,ID82,0.0
ID12,ID90,0.0
ID12,ID13,0.0
ID12,ID18,0.0
ID12,ID41,0.0
ID12,ID81,0.0
ID12,ID7,0.0
ID12,ID14,0.0
ID12,ID52,0.0
ID12,ID68,0.0
ID12,ID76,0.0
ID12,ID53,0.0
ID12,ID27,0.0
ID12,ID20,0.0
ID12,ID4,4.03
ID12,ID22,4.34
ID12,ID47,0.0
ID12,ID44,0.0
ID12,ID55,0.0
ID12,ID43,0.0
ID12,ID1,3.11
ID12,ID21,0.0
ID12,ID2,0.0
ID12,ID60,0.0
ID12,ID35,4.52
ID12,ID30,0.0
ID12,ID69,0.0
ID12,ID73,0.0
ID12,ID28,0.0
ID12,ID64,0.0
ID12,ID34,0.0
ID12,ID83,0.0
ID12,ID51,0.0
ID12,ID29,0.0
ID12,ID72,0.0
ID67,ID6,0.0
ID67,ID9,0.0
ID67,ID65,0.0
ID67,ID40,0.0
ID67,ID31,0.0
ID67,ID89,6.95
ID67,ID49,4.06
ID67,ID80,0.0
ID67,ID5,0.0
ID67,ID57,0.0
ID67,ID26,0.0
ID67,ID88,0.0
ID67,ID25,0.0
ID67,ID11,3.95
ID67,ID54,0.0
ID67,ID45,0.0
ID67,ID59,0.0
ID67,ID71,0.0
ID67,ID63,0.0
ID67,ID15,0.0
ID67,ID8,0.0
ID67,ID75,0.0
ID67,ID56,0.0
ID67,ID32,0.0
ID67,ID36,0.0
ID67,ID58,0.0
ID67,ID78,0.0
ID67,ID84,0.0
ID67,ID12,0.0
ID67,ID66,0.0
ID67,ID50,5.95
ID67,ID38,0.0
ID67,ID77,0.0
ID67,ID16,1.63
ID67,ID39,0.0
ID67,ID62,6.11
ID67,ID42,0.65
ID67,ID74,0.0
ID67,ID17,0.0
ID67,ID70,0.0
ID67,ID33,0.0
ID67,ID85,0.0
ID67,ID23,0.0
ID67,ID3,0.0
ID67,ID24,0.0
ID67,ID79,0.0
ID67,ID19,0.0
ID67,ID48,0.0
ID67,ID37,0.0
ID67,ID87,0.0
ID67,ID46,0.0
ID67,ID10,0.0
ID67,ID86,0.0
ID67,ID61,0.0
ID67,ID82,0.0
ID67,ID90,7.27
ID67,ID13,3.32
ID67,ID18,0.0
ID67,ID41,0.0
ID67,ID81,0.0
ID67,ID7,3.69
ID67,ID14,0.0
ID67,ID52,0.0
ID67,ID68,0.0
ID67,ID76,0.0
ID67,ID53,1.06
ID67,ID27,0.0
ID67,ID20,0.0
ID67,ID4,0.95
ID67,ID22,0.0
ID67,ID47,0.0
ID67,ID44,0.0
ID67,ID55,1.99
ID67,ID43,0.0
ID67,ID1,0.0
ID67,ID21,0.0
ID67,ID2,0.0
ID67,ID60,0.0
ID67,ID35,3.02
ID67,ID30,0.0
ID67,ID69,0.0
ID67,ID73,0.0
ID67,ID28,0.0
ID67,ID64,0.0
ID67,ID34,0.0
ID67,ID83,0.0
ID67,ID51,0.0
ID67,ID29,0.0
ID67,ID72,0.0
ID6,ID9,4.6
ID6,ID65,0.0
ID6,ID40,0.0
ID6,ID31,0.0
ID6,ID89,0.0
ID6,ID49,0.0
ID6,ID80,0.0
ID6,ID5,0.0
ID6,ID57,0.0
ID6,ID26,0.0
ID6,ID88,0.0
ID6,ID25,0.0
ID6,ID11,0.0
ID6,ID54,0.0
ID6,ID45,0.0
ID6,ID59,0.0
ID6,ID71,0.0
ID6,ID63,0.0
ID6,ID15,0.0
ID6,ID8,0.0
ID6,ID75,0.0
ID6,ID56,0.0
ID6,ID32,0.0
ID6,ID36,0.0
ID6,ID58,0.0
ID6,ID78,0.0
ID6,ID84,0.0
ID6,ID12,0.0
ID6,ID66,0.0
ID6,ID50,0.0
ID6,ID38,0.0
ID6,ID77,0.0
ID6,ID16,0.0
ID6,ID39,0.0
ID6,ID62,0.0
ID6,ID42,0.0
ID6,ID74,0.0
ID6,ID17,0.0
ID6,ID70,0.0
ID6,ID33,0.0
ID6,ID85,0.0
ID6,ID23,0.0
ID6,ID3,0.0
ID6,ID24,0.0
ID6,ID79,0.0
ID6,ID19,0.0
ID6,ID48,0.0
ID6,ID37,0.0
ID6,ID87,0.0
ID6,ID46,0.0
ID6,ID10,0.0
ID6,ID86,0.0
ID6,ID61,0.0
ID6,ID82,0.0
ID6,ID90,0.0
ID6,ID13,0.0
ID6,ID18,0.0
ID6,ID41,0.0
ID6,ID81,0.0
ID6,ID7,0.0
ID6,ID14,0.0
ID6,ID52,0.0
ID6,ID68,0.0
ID6,ID76,0.0
ID6,ID53,0.0
ID6,ID27,0.0
ID6,ID20,0.0
ID6,ID4,0.0
ID6,ID22,0.0
ID6,ID47,0.0
ID6,ID44,0.0
ID6,ID55,0.0
ID6,ID43,0.0
ID6,ID1,0.0
ID6,ID21,0.0
ID6,ID2,0.0
ID6,ID60,0.0
ID6,ID35,0.0
ID6,ID30,0.0
ID6,ID69,0.0
ID6,ID73,0.0
ID6,ID28,0.0
ID6,ID64,0.0
ID6,ID67,0.0
ID6,ID34,0.0
ID6,ID83,0.0
ID6,ID51,0.0
ID6,ID29,4.05
ID6,ID72,0.0
ID9,ID65,0.0
ID9,ID40,0.0
ID9,ID31,5.18
ID9,ID89,0.0
ID9,ID49,0.0
ID9,ID80,0.0
ID9,ID5,0.78
ID9,ID57,0.0
ID9,ID26,0.0
ID9,ID88,0.0
ID9,ID25,0.0
ID9,ID11,3.86
ID9,ID54,0.0
ID9,ID45,4.27
ID9,ID59,0.0
ID9,ID71,0.0
ID9,ID63,0.0
ID9,ID15,5.37
ID9,ID8,5.48
ID9,ID75,0.0
ID9,ID56,0.0
ID9,ID32,0.0
ID9,ID36,0.0
ID9,ID58,4.18
ID9,ID78,0.0
ID9,ID84,0.0
ID9,ID12,0.0
ID9,ID66,1.63
ID9,ID50,0.0
ID9,ID38,0.0
ID9,ID77,0.0
ID9,ID16,0.0
ID9,ID39,0.0
ID9,ID62,0.0
ID9,ID42,0.0
ID9,ID6,4.6
ID9,ID74,7.01
ID9,ID17,0.0
ID9,ID70,0.0
ID9,ID33,4.01
ID9,ID85,0.0
ID9,ID23,4.01
ID9,ID3,0.0
ID9,ID24,7.26
ID9,ID79,0.0
ID9,ID19,4.48
ID9,ID48,0.0
ID9,ID37,3.54
ID9,ID87,0.0
ID9,ID46,0.0
ID9,ID10,4.27
ID9,ID86,0.0
ID9,ID61,0.0
ID9,ID82,0.0
ID9,ID90,0.0
ID9,ID13,6.23
ID9,ID18,0.0
ID9,ID41,0.0
ID9,ID81,0.0
ID9,ID7,0.0
ID9,ID14,5.37
ID9,ID52,0.0
ID9,ID68,0.0
ID9,ID76,5.37
ID9,ID53,0.0
ID9,ID27,0.0
ID9,ID20,4.89
ID9,ID4,3.18
ID9,ID22,0.0
ID9,ID47,0.0
ID9,ID44,0.0
ID9,ID55,0.0
ID9,ID43,6.6
ID9,ID1,1.52
ID9,ID21,0.0
ID9,ID2,2.93
ID9,ID60,0.0
ID9,ID35,0.0
ID9,ID30,0.0
ID9,ID69,5.86
ID9,ID73,0.0
ID9,ID28,4.86
ID9,ID64,0.0
ID9,ID67,0.0
ID9,ID34,0.0
ID9,ID83,0.0
ID9,ID51,0.0
ID9,ID29,5.92
ID9,ID72,0.0
ID65,ID40,0.0
ID65,ID31,0.0
ID65,ID89,0.0
ID65,ID9,0.0
ID65,ID49,0.0
ID65,ID80,0.0
ID65,ID5,0.0
ID65,ID57,0.0
ID65,ID26,0.0
ID65,ID88,0.0
ID65,ID25,0.0
ID65,ID11,0.0
ID65,ID54,0.0
ID65,ID45,0.0
ID65,ID59,0.0
ID65,ID71,0.0
ID65,ID63,5.32
ID65,ID15,0.0
ID65,ID8,0.0
ID65,ID75,0.0
ID65,ID56,5.32
ID65,ID32,0.0
ID65,ID36,0.0
ID65,ID58,6.22
ID65,ID78,0.0
ID65,ID84,0.0
ID65,ID12,0.0
ID65,ID66,4.99
ID65,ID50,0.0
ID65,ID38,0.0
ID65,ID77,8.22
ID65,ID16,2.58
ID65,ID39,0.0
ID65,ID62,0.0
ID65,ID42,1.6
ID65,ID6,0.0
ID65,ID74,0.0
ID65,ID17,0.0
ID65,ID70,0.0
ID65,ID33,0.0
ID65,ID85,0.0
ID65,ID23,0.0
ID65,ID3,0.0
ID65,ID24,0.0
ID65,ID79,0.0
ID65,ID19,0.0
ID65,ID48,0.0
ID65,ID37,0.0
ID65,ID87,0.0
ID65,ID46,0.0
ID65,ID10,0.0
ID65,ID86,0.0
ID65,ID61,0.0
ID65,ID82,0.0
ID65,ID90,0.0
ID65,ID13,0.0
ID65,ID18,0.0
ID65,ID41,0.0
ID65,ID81,0.0
ID65,ID7,0.0
ID65,ID14,0.0
ID65,ID52,0.0
ID65,ID68,8.64
ID65,ID76,0.0
ID65,ID53,0.0
ID65,ID27,0.0
ID65,ID20,3.61
ID65,ID4,2.9
ID65,ID22,0.0
ID65,ID47,0.0
ID65,ID44,0.0
ID65,ID55,5.26
ID65,ID43,0.0
ID65,ID1,0.0
ID65,ID21,0.0
ID65,ID2,0.0
ID65,ID60,0.0
ID65,ID35,0.0
ID65,ID30,0.0
ID65,ID69,6.9
ID65,ID73,0.0
ID65,ID28,0.0
ID65,ID64,3.94
ID65,ID67,0.0
ID65,ID34,0.0
ID65,ID83,0.0
ID65,ID51,0.0
ID65,ID29,0.0
ID65,ID72,0.0
ID40,ID31,0.0
ID40,ID89,0.0
ID40,ID9,0.0
ID40,ID49,0.0
ID40,ID80,0.0
ID40,ID5,0.0
ID40,ID57,0.0
ID40,ID26,0.0
ID40,ID88,0.0
ID40,ID25,0.0
ID40,ID11,0.0
ID40,ID54,0.0
ID40,ID45,0.0
ID40,ID59,0.0
ID40,ID71,0.0
ID40,ID63,0.0
ID40,ID15,0.0
ID40,ID8,0.0
ID40,ID75,0.0
ID40,ID56,0.0
ID40,ID32,0.0
ID40,ID36,0.0
ID40,ID58,0.0
ID40,ID78,0.0
ID40,ID84,0.0
ID40,ID12,0.0
ID40,ID66,0.0
ID40,ID50,0.0
ID40,ID38,0.0
ID40,ID77,0.0
ID40,ID16,0.0
ID40,ID39,7.7
ID40,ID62,0.0
ID40,ID42,0.0
ID40,ID6,0.0
ID40,ID74,0.0
ID40,ID17,0.0
ID40,ID70,0.0
ID40,ID33,0.0
ID40,ID85,0.0
ID40,ID23,0.0
ID40,ID3,0.0
ID40,ID24,0.0
ID40,ID79,0.0
ID40,ID19,0.0
ID40,ID48,0.0
ID40,ID37,0.0
ID40,ID87,0.0
ID40,ID46,0.0
ID40,ID10,0.0
ID40,ID86,0.0
ID40,ID61,0.0
ID40,ID82,0.0
ID40,ID90,0.0
ID40,ID13,0.0
ID40,ID18,0.0
ID40,ID41,0.0
ID40,ID81,0.0
ID40,ID65,0.0
ID40,ID7,0.0
ID40,ID14,0.0
ID40,ID52,0.0
ID40,ID68,0.0
ID40,ID76,0.0
ID40,ID53,0.0
ID40,ID27,0.0
ID40,ID20,0.0
ID40,ID4,4.9
ID40,ID22,0.0
ID40,ID47,0.0
ID40,ID44,0.0
ID40,ID55,0.0
ID40,ID43,0.0
ID40,ID1,5.57
ID40,ID21,0.0
ID40,ID2,0.0
ID40,ID60,0.0
ID40,ID35,0.0
ID40,ID30,0.0
ID40,ID69,0.0
ID40,ID73,0.0
ID40,ID28,0.0
ID40,ID64,0.0
ID40,ID67,0.0
ID40,ID34,0.0
ID40,ID83,0.0
ID40,ID51,0.0
ID40,ID29,0.0
ID40,ID72,0.0
ID31,ID89,0.0
ID31,ID9,5.18
ID31,ID49,5.02
ID31,ID80,0.0
ID31,ID5,4.41
ID31,ID57,0.0
ID31,ID26,6.05
